id,title,category,price,rating,is_in_stock,availability_text,image_url,book_page_url
464,Thirteen Reasons Why,Default,52.72,1,True,In stock,https://books.toscrape.com/media/cache/8a/83/8a83b6ce350f01bab21f85e6ba539316.jpg,https://books.toscrape.com/thirteen-reasons-why_866/index.html
465,The Secret (The Secret #1),Default,27.37,4,True,In stock,https://books.toscrape.com/media/cache/4e/0f/4e0f05ae01d8fb6bd0d3901edd06de16.jpg,https://books.toscrape.com/the-secret-the-secret-1_859/index.html
466,The Psychopath Test: A Journey Through the Madness Industry,Default,36.0,2,True,In stock,https://books.toscrape.com/media/cache/34/f5/34f5f8e513c5f048241f5695e61b2483.jpg,https://books.toscrape.com/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html
467,The Kite Runner,Default,41.82,4,True,In stock,https://books.toscrape.com/media/cache/58/9d/589d73503d9a23d224de836134fae553.jpg,https://books.toscrape.com/the-kite-runner_847/index.html
468,The Girl on the Train,Default,55.02,2,True,In stock,https://books.toscrape.com/media/cache/25/6c/256c946dd0962095f66c6de3b15ab300.jpg,https://books.toscrape.com/the-girl-on-the-train_844/index.html
469,The Emerald Mystery,Default,23.15,2,True,In stock,https://books.toscrape.com/media/cache/81/58/81586cd0bf8743e1f5ed80b6a0e1fabe.jpg,https://books.toscrape.com/the-emerald-mystery_842/index.html
470,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,Default,32.0,3,True,In stock,https://books.toscrape.com/media/cache/fe/b7/feb764b2afa54991cfdbbffdf501b333.jpg,https://books.toscrape.com/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html
471,The Art of War,Default,33.34,5,True,In stock,https://books.toscrape.com/media/cache/6d/71/6d71e36c8b1b9c885e1bb6c72cd8bcf8.jpg,https://books.toscrape.com/the-art-of-war_838/index.html
472,Secrets and Lace (Fatal Hearts #1),Default,20.27,1,True,In stock,https://books.toscrape.com/media/cache/84/7c/847c06b541e2a3b2228b96d97a5fe7a6.jpg,https://books.toscrape.com/secrets-and-lace-fatal-hearts-1_829/index.html
473,Romero and Juliet: A Tragic Tale of Love and Zombies,Default,36.94,1,True,In stock,https://books.toscrape.com/media/cache/12/f8/12f8002e5aab6d783e29b31aad36b5ba.jpg,https://books.toscrape.com/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html
474,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,Default,41.06,1,True,In stock,https://books.toscrape.com/media/cache/5a/89/5a89e2dd7866dda6660fe508bc4b5249.jpg,https://books.toscrape.com/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html
475,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),Default,10.76,1,True,In stock,https://books.toscrape.com/media/cache/01/26/01264865c12ed6d987d6f0858cd1d0ba.jpg,https://books.toscrape.com/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html
476,Large Print Heart of the Pride,Default,19.15,2,True,In stock,https://books.toscrape.com/media/cache/bd/e9/bde95ab9f776c911a7aa759cad60bb41.jpg,https://books.toscrape.com/large-print-heart-of-the-pride_815/index.html
477,Grumbles,Default,22.16,2,True,In stock,https://books.toscrape.com/media/cache/d6/1b/d61b12ef0e69d49e2645537dd6a8472a.jpg,https://books.toscrape.com/grumbles_812/index.html
478,First Steps for New Christians (Print Edition),Default,29.0,1,True,In stock,https://books.toscrape.com/media/cache/f1/73/f1731459b1e2f4becf2c52b8f30b8cd7.jpg,https://books.toscrape.com/first-steps-for-new-christians-print-edition_808/index.html
479,Eureka Trivia 6.0,Default,54.59,4,True,In stock,https://books.toscrape.com/media/cache/96/17/96173470df6fc6fef4d0008e957653ce.jpg,https://books.toscrape.com/eureka-trivia-60_805/index.html
480,Drive: The Surprising Truth About What Motivates Us,Default,34.95,4,True,In stock,https://books.toscrape.com/media/cache/8a/49/8a490347afdc10abe7c2099e466de32f.jpg,https://books.toscrape.com/drive-the-surprising-truth-about-what-motivates-us_804/index.html
481,Done Rubbed Out (Reightman & Bailey #1),Default,37.72,5,True,In stock,https://books.toscrape.com/media/cache/08/4d/084da0199a717cb6c1eda30f98d0ea4c.jpg,https://books.toscrape.com/done-rubbed-out-reightman-bailey-1_803/index.html
482,Beauty Restored (Riley Family Legacy Novellas #3),Default,11.11,2,True,In stock,https://books.toscrape.com/media/cache/51/6f/516f605a957a1f5592b81f4e06c491bb.jpg,https://books.toscrape.com/beauty-restored-riley-family-legacy-novellas-3_794/index.html
483,Ayumi's Violin,Default,15.48,2,True,In stock,https://books.toscrape.com/media/cache/fa/18/fa18c44fba20b8191f6a88e2e28092fd.jpg,https://books.toscrape.com/ayumis-violin_791/index.html
484,Anonymous,Default,46.82,4,True,In stock,https://books.toscrape.com/media/cache/fb/75/fb75a0ce3e0b01fa3852806c6d1f1af6.jpg,https://books.toscrape.com/anonymous_790/index.html
485,Amy Meets the Saints and Sages,Default,18.46,3,True,In stock,https://books.toscrape.com/media/cache/00/53/0053efa8515b8e2ad9b029c298766e9f.jpg,https://books.toscrape.com/amy-meets-the-saints-and-sages_789/index.html
486,Amatus,Default,50.54,5,True,In stock,https://books.toscrape.com/media/cache/8f/92/8f92c3b5dc8f5c1a23324bda7477b19c.jpg,https://books.toscrape.com/amatus_787/index.html
487,V for Vendetta (V for Vendetta Complete),Default,37.1,4,True,In stock,https://books.toscrape.com/media/cache/cc/8f/cc8fb914bfee31a7903a5cabaae64796.jpg,https://books.toscrape.com/v-for-vendetta-v-for-vendetta-complete_776/index.html
488,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Default,45.95,2,True,In stock,https://books.toscrape.com/media/cache/74/cd/74cd3f345b50452c3be6631669f13aa8.jpg,https://books.toscrape.com/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html
489,The Wright Brothers,Default,56.8,4,True,In stock,https://books.toscrape.com/media/cache/02/2e/022e8b81ba1405991401bb46d6330c73.jpg,https://books.toscrape.com/the-wright-brothers_769/index.html
490,The Songs of the Gods,Default,44.48,5,True,In stock,https://books.toscrape.com/media/cache/6c/a3/6ca34db7c01e554ad17bd3be74b561e3.jpg,https://books.toscrape.com/the-songs-of-the-gods_763/index.html
491,The Rosie Project (Don Tillman #1),Default,54.04,1,True,In stock,https://books.toscrape.com/media/cache/f0/db/f0db1cf76d45f0522d4c8c3c39aa0dd8.jpg,https://books.toscrape.com/the-rosie-project-don-tillman-1_761/index.html
492,The Power of Habit: Why We Do What We Do in Life and Business,Default,16.88,3,True,In stock,https://books.toscrape.com/media/cache/52/df/52dfc44f48cf29e7a9e305bcb63e1899.jpg,https://books.toscrape.com/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html
493,Steve Jobs,Default,39.5,5,True,In stock,https://books.toscrape.com/media/cache/86/31/86313c225719ac946894d780c4ff0839.jpg,https://books.toscrape.com/steve-jobs_737/index.html
494,Luckiest Girl Alive,Default,49.83,3,True,In stock,https://books.toscrape.com/media/cache/81/c0/81c0a1ce03db82568e2496db945a8227.jpg,https://books.toscrape.com/luckiest-girl-alive_713/index.html
495,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Default,46.91,4,True,In stock,https://books.toscrape.com/media/cache/e9/5e/e95e82f09681709bb0f927341dda274e.jpg,https://books.toscrape.com/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html
496,Lady Midnight (The Dark Artifices #1),Default,16.28,5,True,In stock,https://books.toscrape.com/media/cache/89/a6/89a61d48e93bc92537c0a2cb2c0094bb.jpg,https://books.toscrape.com/lady-midnight-the-dark-artifices-1_707/index.html
497,"Hush, Hush (Hush, Hush #1)",Default,47.02,3,True,In stock,https://books.toscrape.com/media/cache/2a/b9/2ab91479fe480e964f319fa8ac6991b2.jpg,https://books.toscrape.com/hush-hush-hush-hush-1_701/index.html
498,Greek Mythic History,Default,10.23,5,True,In stock,https://books.toscrape.com/media/cache/36/cf/36cf56c7bdf35aadbcc6f05a8e8d8fcb.jpg,https://books.toscrape.com/greek-mythic-history_698/index.html
499,Every Last Word,Default,46.47,3,True,In stock,https://books.toscrape.com/media/cache/92/e7/92e7f0a8ca38964fea93e911aefbf6c9.jpg,https://books.toscrape.com/every-last-word_693/index.html
500,Daily Fantasy Sports,Default,36.58,1,True,In stock,https://books.toscrape.com/media/cache/44/ff/44ff81a2ea37d3946605e205ddd538eb.jpg,https://books.toscrape.com/daily-fantasy-sports_683/index.html
501,Clockwork Angel (The Infernal Devices #1),Default,44.14,1,True,In stock,https://books.toscrape.com/media/cache/ff/0e/ff0ee0002f510112b6d7a88f53366e1d.jpg,https://books.toscrape.com/clockwork-angel-the-infernal-devices-1_679/index.html
502,City of Fallen Angels (The Mortal Instruments #4),Default,11.23,4,True,In stock,https://books.toscrape.com/media/cache/c9/40/c940b6c329ecc39aaed2ab0140592a4b.jpg,https://books.toscrape.com/city-of-fallen-angels-the-mortal-instruments-4_677/index.html
503,City of Bones (The Mortal Instruments #1),Default,43.28,1,True,In stock,https://books.toscrape.com/media/cache/96/af/96af4aaf25ab49b057c10b5b7eb7652c.jpg,https://books.toscrape.com/city-of-bones-the-mortal-instruments-1_676/index.html
504,City of Ashes (The Mortal Instruments #2),Default,47.27,1,True,In stock,https://books.toscrape.com/media/cache/68/da/68dab382d535305ca6025be9921df0d1.jpg,https://books.toscrape.com/city-of-ashes-the-mortal-instruments-2_675/index.html
505,"Carry On, Warrior: Thoughts on Life Unarmed",Default,31.85,3,True,In stock,https://books.toscrape.com/media/cache/dd/f5/ddf5da673bb34a74a81faf7271c7ca13.jpg,https://books.toscrape.com/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
506,Carrie,Default,46.23,2,True,In stock,https://books.toscrape.com/media/cache/c5/6f/c56f37eb53888765eb55f86fb7381c2f.jpg,https://books.toscrape.com/carrie_671/index.html
507,Angels & Demons (Robert Langdon #1),Default,51.48,3,True,In stock,https://books.toscrape.com/media/cache/b4/2a/b42a187c37de904f776070c57f51c756.jpg,https://books.toscrape.com/angels-demons-robert-langdon-1_661/index.html
508,"The Three Searches, Meaning, and the Story",Default,13.33,3,True,In stock,https://books.toscrape.com/media/cache/83/35/8335b71599b5a257a56cfabdd79080a4.jpg,https://books.toscrape.com/the-three-searches-meaning-and-the-story_649/index.html
509,Raspberry Pi Electronics Projects for the Evil Genius,Default,49.67,4,True,In stock,https://books.toscrape.com/media/cache/a2/da/a2da8957b9cb8265d7f1dfeb0651f1c7.jpg,https://books.toscrape.com/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html
510,How to Speak Golf: An Illustrated Guide to Links Lingo,Default,58.32,5,True,In stock,https://books.toscrape.com/media/cache/d2/64/d264ad1af882ce391005dc7215ac90e7.jpg,https://books.toscrape.com/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html
511,Eleanor & Park,Default,56.51,5,True,In stock,https://books.toscrape.com/media/cache/ed/d7/edd781d3c9d63a395f80f241445e88fa.jpg,https://books.toscrape.com/eleanor-park_616/index.html
512,Troublemaker: Surviving Hollywood and Scientology,Default,48.39,2,True,In stock,https://books.toscrape.com/media/cache/77/82/778285b3c87d6d5d98003aa0f2f65933.jpg,https://books.toscrape.com/troublemaker-surviving-hollywood-and-scientology_610/index.html
513,Adultery,Default,20.88,5,True,In stock,https://books.toscrape.com/media/cache/79/d9/79d99cfa5557be0643ba00bfcd35256b.jpg,https://books.toscrape.com/adultery_586/index.html
514,Unlimited Intuition Now,Default,58.87,4,True,In stock,https://books.toscrape.com/media/cache/61/46/6146f9ffb87a4f82301d033aa74cc48b.jpg,https://books.toscrape.com/unlimited-intuition-now_578/index.html
515,Underlying Notes,Default,11.82,2,True,In stock,https://books.toscrape.com/media/cache/ee/59/ee593e57a7fb110d96f1688b0fdd9d59.jpg,https://books.toscrape.com/underlying-notes_577/index.html
516,The New Brand You: Your New Image Makes the Sale for You,Default,44.05,5,True,In stock,https://books.toscrape.com/media/cache/9b/33/9b33c7a5431415614f7b788e0c1552c9.jpg,https://books.toscrape.com/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html
517,The Flowers Lied,Default,16.68,2,True,In stock,https://books.toscrape.com/media/cache/a9/f0/a9f00f8505431e64db0f91df762a6d73.jpg,https://books.toscrape.com/the-flowers-lied_573/index.html
518,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Default,10.41,4,True,In stock,https://books.toscrape.com/media/cache/f3/b9/f3b94d63844537271e86565071e5d716.jpg,https://books.toscrape.com/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html
519,Modern Day Fables,Default,47.44,2,True,In stock,https://books.toscrape.com/media/cache/79/40/79405be1357e2576e7f4b307600be914.jpg,https://books.toscrape.com/modern-day-fables_565/index.html
520,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Default,43.62,5,True,In stock,https://books.toscrape.com/media/cache/06/e2/06e2e125d332e2e09a64816ff915b859.jpg,https://books.toscrape.com/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html
521,The Martian (The Martian #1),Default,41.39,2,True,In stock,https://books.toscrape.com/media/cache/72/ed/72ed6908c3fcf2bccf79013a65943849.jpg,https://books.toscrape.com/the-martian-the-martian-1_548/index.html
522,Left Behind (Left Behind #1),Default,40.72,2,True,In stock,https://books.toscrape.com/media/cache/d7/e2/d7e27f418884548ee1b551c67bcd222c.jpg,https://books.toscrape.com/left-behind-left-behind-1_529/index.html
523,John Vassos: Industrial Design for Modern Life,Default,20.22,4,True,In stock,https://books.toscrape.com/media/cache/85/a1/85a19d4c20a4801013e8108a166d10af.jpg,https://books.toscrape.com/john-vassos-industrial-design-for-modern-life_526/index.html
524,I'll Give You the Sun,Default,56.48,1,True,In stock,https://books.toscrape.com/media/cache/af/93/af933f86038dc55487b5bf1d81ff4bfb.jpg,https://books.toscrape.com/ill-give-you-the-sun_525/index.html
525,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Default,52.86,2,True,In stock,https://books.toscrape.com/media/cache/58/6a/586afa8809f59bff51b89b2bc4a16129.jpg,https://books.toscrape.com/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html
526,Ender's Game (The Ender Quintet #1),Default,43.64,1,True,In stock,https://books.toscrape.com/media/cache/8a/0d/8a0d251ccece436f956df676c99e70f7.jpg,https://books.toscrape.com/enders-game-the-ender-quintet-1_518/index.html
527,Death by Leisure: A Cautionary Tale,Default,37.51,4,True,In stock,https://books.toscrape.com/media/cache/7d/16/7d16c126f85826628bf9dcccd7a66b32.jpg,https://books.toscrape.com/death-by-leisure-a-cautionary-tale_516/index.html
528,Wildlife of New York: A Five-Borough Coloring Book,Default,22.14,2,True,In stock,https://books.toscrape.com/media/cache/0c/07/0c07b114195b45c156f7f1e23820c49a.jpg,https://books.toscrape.com/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html
529,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,34.72,1,True,In stock,https://books.toscrape.com/media/cache/8e/43/8e4335b369bdad5ccc1551e5592f89ac.jpg,https://books.toscrape.com/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html
530,The Great Gatsby,Default,36.05,4,True,In stock,https://books.toscrape.com/media/cache/28/cb/28cb7a5e23c1339a0d6aafd5e7e190d6.jpg,https://books.toscrape.com/the-great-gatsby_498/index.html
531,The Good Girl,Default,49.03,3,True,In stock,https://books.toscrape.com/media/cache/e2/71/e2718be90a081b33d2606a386b073998.jpg,https://books.toscrape.com/the-good-girl_497/index.html
532,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,33.17,4,True,In stock,https://books.toscrape.com/media/cache/c9/c3/c9c3d568ff6ddb98bde01c9d0b1d920a.jpg,https://books.toscrape.com/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html
533,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Default,20.9,2,True,In stock,https://books.toscrape.com/media/cache/5f/17/5f17f0e06d7d67717eff3833d309a233.jpg,https://books.toscrape.com/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html
534,Life of Pi,Default,13.22,4,True,In stock,https://books.toscrape.com/media/cache/e7/ae/e7aee104ca78dac961bd906294fe88f1.jpg,https://books.toscrape.com/life-of-pi_475/index.html
535,The Sound Of Love,Default,57.84,5,True,In stock,https://books.toscrape.com/media/cache/4e/3a/4e3a151bbe2629a55df09fd318fdeb0a.jpg,https://books.toscrape.com/the-sound-of-love_455/index.html
536,The Perks of Being a Wallflower,Default,55.02,3,True,In stock,https://books.toscrape.com/media/cache/ca/5b/ca5b33c09daab4667ed37b330de889bd.jpg,https://books.toscrape.com/the-perks-of-being-a-wallflower_453/index.html
537,The Makings of a Fatherless Child,Default,31.58,2,True,In stock,https://books.toscrape.com/media/cache/6f/6c/6f6c7560e254f8242f86ef048f1ba7b3.jpg,https://books.toscrape.com/the-makings-of-a-fatherless-child_450/index.html
538,The Hobbit (Middle-Earth Universe),Default,17.8,5,True,In stock,https://books.toscrape.com/media/cache/8b/d3/8bd38de5367fc675467431f343862569.jpg,https://books.toscrape.com/the-hobbit-middle-earth-universe_447/index.html
539,The Fellowship of the Ring (The Lord of the Rings #1),Default,10.27,2,True,In stock,https://books.toscrape.com/media/cache/ed/75/ed75000b92734d99b76a17954857327c.jpg,https://books.toscrape.com/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html
540,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,30.6,3,True,In stock,https://books.toscrape.com/media/cache/31/b0/31b0e0a42826b326e43235beb8ddd783.jpg,https://books.toscrape.com/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html
541,Musicophilia: Tales of Music and the Brain,Default,46.58,1,True,In stock,https://books.toscrape.com/media/cache/02/66/02667c5b8f5a5e9e45c0799518f086ca.jpg,https://books.toscrape.com/musicophilia-tales-of-music-and-the-brain_436/index.html
542,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,53.68,4,True,In stock,https://books.toscrape.com/media/cache/59/bc/59bcc421ae9f5a6f12ef11e849fb745d.jpg,https://books.toscrape.com/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html
543,The Fault in Our Stars,Default,47.22,1,True,In stock,https://books.toscrape.com/media/cache/69/61/696100859e82b2ec7a796129d6cca44a.jpg,https://books.toscrape.com/the-fault-in-our-stars_403/index.html
544,The Dream Thieves (The Raven Cycle #2),Default,34.5,1,True,In stock,https://books.toscrape.com/media/cache/d9/7a/d97a3a4a65b5275ab506b28c7a88e0a5.jpg,https://books.toscrape.com/the-dream-thieves-the-raven-cycle-2_400/index.html
545,The 5th Wave (The 5th Wave #1),Default,11.83,2,True,In stock,https://books.toscrape.com/media/cache/10/d0/10d0c5e47d0e8cce16b6b5e6be48cb16.jpg,https://books.toscrape.com/the-5th-wave-the-5th-wave-1_397/index.html
546,Shiver (The Wolves of Mercy Falls #1),Default,16.23,5,True,In stock,https://books.toscrape.com/media/cache/84/73/847399651d8f2dfae1a0d5a0ea4064b2.jpg,https://books.toscrape.com/shiver-the-wolves-of-mercy-falls-1_392/index.html
547,Remember Me?,Default,11.48,3,True,In stock,https://books.toscrape.com/media/cache/3f/95/3f9572f94858197e92786b194f0f12df.jpg,https://books.toscrape.com/remember-me_391/index.html
548,If I Stay (If I Stay #1),Default,38.13,5,True,In stock,https://books.toscrape.com/media/cache/cb/b3/cbb3754c7bae0d54dcf561aed4f9d6e3.jpg,https://books.toscrape.com/if-i-stay-if-i-stay-1_379/index.html
549,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,36.55,2,True,In stock,https://books.toscrape.com/media/cache/c1/42/c14297e48de02ac420c587822ff329ab.jpg,https://books.toscrape.com/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html
550,Harry Potter and the Deathly Hallows (Harry Potter #7),Default,23.32,1,True,In stock,https://books.toscrape.com/media/cache/58/e4/58e434a6a4eb267eac7aa529b0c2ec15.jpg,https://books.toscrape.com/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html
551,Fool Me Once,Default,16.96,1,True,In stock,https://books.toscrape.com/media/cache/b6/9c/b69c4ea86e09921aabc4e0431a8273a5.jpg,https://books.toscrape.com/fool-me-once_374/index.html
552,Drama,Default,38.7,2,True,In stock,https://books.toscrape.com/media/cache/68/ce/68ce8be6a167f510d07a7da637b62c6f.jpg,https://books.toscrape.com/drama_371/index.html
553,"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,34.13,5,True,In stock,https://books.toscrape.com/media/cache/db/14/db14903b3a56a297ef6aefe7624d637f.jpg,https://books.toscrape.com/blue-lily-lily-blue-the-raven-cycle-3_364/index.html
554,Alight (The Generations Trilogy #2),Default,58.59,4,True,In stock,https://books.toscrape.com/media/cache/5e/f3/5ef34ba3e937218db15178a1a5ce195f.jpg,https://books.toscrape.com/alight-the-generations-trilogy-2_360/index.html
555,Vogue Colors A to Z: A Fashion Coloring Book,Default,52.35,4,True,In stock,https://books.toscrape.com/media/cache/1f/55/1f5541682b39b390a3db41430922d510.jpg,https://books.toscrape.com/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html
556,The Shining (The Shining #1),Default,27.88,3,True,In stock,https://books.toscrape.com/media/cache/db/96/db9686744f93c0e9ff3945144827f99a.jpg,https://books.toscrape.com/the-shining-the-shining-1_354/index.html
557,The Hunger Games (The Hunger Games #1),Default,29.85,5,True,In stock,https://books.toscrape.com/media/cache/41/c7/41c72a9c7733fc5f7434b2fa33060c54.jpg,https://books.toscrape.com/the-hunger-games-the-hunger-games-1_349/index.html
558,Outlander (Outlander #1),Default,19.67,5,True,In stock,https://books.toscrape.com/media/cache/b1/0b/b10ba73e67297fc8ed9e877bdcf60813.jpg,https://books.toscrape.com/outlander-outlander-1_338/index.html
559,Mockingjay (The Hunger Games #3),Default,20.44,4,True,In stock,https://books.toscrape.com/media/cache/76/b4/76b462eda7a84ccf39a543d63c695ca7.jpg,https://books.toscrape.com/mockingjay-the-hunger-games-3_333/index.html
560,Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,13.9,3,True,In stock,https://books.toscrape.com/media/cache/04/c8/04c8a51d23d4335d300324e917ca4d8f.jpg,https://books.toscrape.com/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html
561,Confessions of a Shopaholic (Shopaholic #1),Default,48.94,2,True,In stock,https://books.toscrape.com/media/cache/e3/b5/e3b5a3dcc2993295f5a6fb429052799c.jpg,https://books.toscrape.com/confessions-of-a-shopaholic-shopaholic-1_318/index.html
562,Zero History (Blue Ant #3),Default,34.77,1,True,In stock,https://books.toscrape.com/media/cache/74/52/74524b04dc99cbfc7bf5d37fcc1489ab.jpg,https://books.toscrape.com/zero-history-blue-ant-3_308/index.html
563,World War Z: An Oral History of the Zombie War,Default,21.8,1,True,In stock,https://books.toscrape.com/media/cache/7e/bf/7ebfa1c62b21beeaad37a6474a39cfe8.jpg,https://books.toscrape.com/world-war-z-an-oral-history-of-the-zombie-war_306/index.html
564,Wild: From Lost to Found on the Pacific Crest Trail,Default,46.02,3,True,In stock,https://books.toscrape.com/media/cache/c8/41/c841873951efb18dea28162452efff58.jpg,https://books.toscrape.com/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html
565,"Where'd You Go, Bernadette",Default,18.13,1,True,In stock,https://books.toscrape.com/media/cache/c6/7e/c67eb0d6e56c4459e8c0d45c08471a89.jpg,https://books.toscrape.com/whered-you-go-bernadette_304/index.html
566,Twilight (Twilight #1),Default,41.93,2,True,In stock,https://books.toscrape.com/media/cache/70/10/7010c24f80a4172f7405677ef0592f26.jpg,https://books.toscrape.com/twilight-twilight-1_293/index.html
567,The Paris Wife,Default,36.8,3,True,In stock,https://books.toscrape.com/media/cache/01/c8/01c847671683538fcf084eede54d6270.jpg,https://books.toscrape.com/the-paris-wife_269/index.html
568,The Maze Runner (The Maze Runner #1),Default,20.93,1,True,In stock,https://books.toscrape.com/media/cache/5e/87/5e87e44785de47c2a03091deaa82330f.jpg,https://books.toscrape.com/the-maze-runner-the-maze-runner-1_263/index.html
569,The Lover's Dictionary,Default,58.09,2,True,In stock,https://books.toscrape.com/media/cache/47/e7/47e7563b0731a2b8131233f70d211f7a.jpg,https://books.toscrape.com/the-lovers-dictionary_262/index.html
570,The Goldfinch,Default,43.58,3,True,In stock,https://books.toscrape.com/media/cache/fb/4d/fb4dde3351d00ef104f29aeecd2d41fb.jpg,https://books.toscrape.com/the-goldfinch_252/index.html
571,The Giver (The Giver Quartet #1),Default,12.3,1,True,In stock,https://books.toscrape.com/media/cache/b3/ed/b3eda9490c9e2ed02c3a8650e687731b.jpg,https://books.toscrape.com/the-giver-the-giver-quartet-1_251/index.html
572,The Girl Who Played with Fire (Millennium Trilogy #2),Default,22.14,2,True,In stock,https://books.toscrape.com/media/cache/11/71/117145e4525b2e801e2cd1ba4dd70441.jpg,https://books.toscrape.com/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html
573,The Demon-Haunted World: Science as a Candle in the Dark,Default,52.25,4,True,In stock,https://books.toscrape.com/media/cache/4a/35/4a352dc298e4bbe6ba5f81bbc0d41ca0.jpg,https://books.toscrape.com/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html
574,The Book Thief,Default,53.49,2,True,In stock,https://books.toscrape.com/media/cache/ff/a0/ffa08bf29ae0a5c9e91564dba71cde90.jpg,https://books.toscrape.com/the-book-thief_233/index.html
575,The Autobiography of Malcolm X,Default,23.43,2,True,In stock,https://books.toscrape.com/media/cache/84/07/84074b59293cc5bf4012ef0f60e90c4f.jpg,https://books.toscrape.com/the-autobiography-of-malcolm-x_230/index.html
576,Shopaholic & Baby (Shopaholic #5),Default,46.45,2,True,In stock,https://books.toscrape.com/media/cache/f0/a4/f0a48c8cc6acd322eacd9d35e55d63e7.jpg,https://books.toscrape.com/shopaholic-baby-shopaholic-5_221/index.html
577,Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,43.55,1,True,In stock,https://books.toscrape.com/media/cache/ee/3a/ee3aebe36d1d0fa11a95a07067294b8c.jpg,https://books.toscrape.com/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html
578,Packing for Mars: The Curious Science of Life in the Void,Default,56.68,2,True,In stock,https://books.toscrape.com/media/cache/8d/72/8d7216b05e1b5edf9bdb0d2db295ca33.jpg,https://books.toscrape.com/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html
579,Orange Is the New Black,Default,24.61,2,True,In stock,https://books.toscrape.com/media/cache/d9/ea/d9ea34aea25469189bca07af6a18790a.jpg,https://books.toscrape.com/orange-is-the-new-black_202/index.html
580,One for the Money (Stephanie Plum #1),Default,32.87,2,True,In stock,https://books.toscrape.com/media/cache/4e/52/4e52f087337abef25de62845f093ed6e.jpg,https://books.toscrape.com/one-for-the-money-stephanie-plum-1_201/index.html
581,Morning Star (Red Rising #3),Default,29.4,1,True,In stock,https://books.toscrape.com/media/cache/b5/f0/b5f04530d0343e763a80ef3f2dbdb386.jpg,https://books.toscrape.com/morning-star-red-rising-3_196/index.html
582,Life After Life,Default,26.13,2,True,In stock,https://books.toscrape.com/media/cache/59/80/59803a88c2e5dd7a2e36de1d41f7f1ae.jpg,https://books.toscrape.com/life-after-life_187/index.html
